schedule_season,score_home,score_away,over_under_line,total_score,cover
2010,24.0,10.0,43.0,34.0,under
2010,38.0,30.0,43.0,68.0,over
2010,24.0,27.0,49.5,51.0,over
2010,10.0,29.0,43.5,39.0,under
2010,27.0,20.0,44.0,47.0,over
2010,30.0,16.0,39.0,46.0,over
2010,13.0,38.0,33.0,51.0,over
2010,20.0,17.0,46.5,37.0,under
2010,16.0,14.0,42.5,30.0,under
2010,14.0,38.0,37.0,52.0,over
2010,23.0,20.0,37.0,43.0,over
2010,28.0,26.0,46.0,54.0,over
2010,31.0,28.0,46.0,59.0,over
2010,16.0,14.0,44.0,30.0,under
2010,17.0,3.0,44.0,20.0,under
2010,24.0,31.0,44.0,55.0,over
2010,12.0,17.0,43.5,29.0,under
2010,14.0,17.0,34.5,31.0,under
2010,41.0,10.0,46.5,51.0,over
2010,20.0,3.0,40.0,23.0,under
2010,20.0,26.0,43.5,46.0,over
2010,14.0,41.0,48.0,55.0,over
2010,30.0,20.0,45.5,50.0,over
2010,31.0,17.0,39.5,48.0,over
2010,26.0,36.0,41.5,62.0,over
2010,6.0,23.0,33.0,29.0,under
2010,21.0,24.0,38.5,45.0,over
2010,10.0,20.0,41.5,30.0,under
2010,27.0,34.0,43.0,61.0,over
2010,44.0,6.0,42.5,50.0,over
2010,10.0,34.0,48.5,44.0,under
2010,19.0,9.0,46.5,28.0,under
2010,35.0,27.0,44.0,62.0,over
2010,24.0,27.0,38.5,51.0,over
2010,16.0,13.0,45.5,29.0,under
2010,29.0,20.0,40.0,49.0,over
2010,20.0,23.0,38.0,43.0,over
2010,20.0,24.0,43.0,44.0,over
2010,20.0,23.0,44.0,43.0,under
2010,35.0,31.0,46.0,66.0,over
2010,24.0,21.0,44.0,45.0,over
2010,23.0,20.0,44.5,43.0,under
2010,28.0,20.0,45.5,48.0,over
2010,31.0,17.0,43.0,48.0,over
2010,28.0,10.0,37.5,38.0,over
2010,17.0,9.0,41.0,26.0,under
2010,20.0,17.0,45.0,37.0,under
2010,6.0,31.0,44.0,37.0,under
2010,24.0,27.0,45.0,51.0,over
2010,3.0,30.0,43.5,33.0,under
2010,39.0,32.0,43.0,71.0,over
2010,37.0,34.0,40.0,71.0,over
2010,23.0,20.0,35.5,43.0,over
2010,14.0,17.0,40.0,31.0,under
2010,14.0,59.0,43.0,73.0,over
2010,28.0,24.0,44.5,52.0,over
2010,42.0,20.0,39.0,62.0,over
2010,22.0,23.0,40.5,45.0,over
2010,17.0,30.0,44.0,47.0,over
2010,20.0,23.0,49.5,43.0,under
2010,22.0,10.0,40.5,32.0,under
2010,18.0,17.0,39.0,35.0,under
2010,37.0,19.0,42.0,56.0,over
2010,35.0,41.0,45.5,76.0,over
2010,35.0,38.0,38.0,73.0,over
2010,14.0,22.0,44.0,36.0,under
2010,17.0,35.0,44.0,52.0,over
2010,37.0,25.0,45.0,62.0,over
2010,13.0,10.0,46.0,23.0,under
2010,28.0,18.0,45.0,46.0,over
2010,20.0,10.0,45.5,30.0,under
2010,0.0,9.0,42.0,9.0,under
2010,33.0,3.0,40.5,36.0,under
2010,33.0,25.0,45.0,58.0,over
2010,24.0,16.0,41.5,40.0,under
2010,20.0,10.0,37.0,30.0,under
2010,30.0,17.0,51.0,47.0,under
2010,27.0,21.0,45.5,48.0,over
2010,26.0,10.0,41.0,36.0,under
2010,19.0,22.0,41.5,41.0,under
2010,3.0,34.0,40.5,37.0,under
2010,34.0,14.0,43.5,48.0,over
2010,20.0,23.0,42.0,43.0,over
2010,45.0,7.0,45.5,52.0,over
2010,23.0,29.0,49.5,52.0,over
2010,27.0,24.0,42.5,51.0,over
2010,23.0,20.0,41.0,43.0,over
2010,26.0,24.0,47.0,50.0,over
2010,7.0,41.0,40.5,48.0,over
2010,21.0,27.0,41.5,48.0,over
2010,26.0,21.0,44.0,47.0,over
2010,18.0,36.0,41.5,54.0,over
2010,14.0,12.0,45.0,26.0,under
2010,27.0,13.0,41.5,40.0,under
2010,20.0,26.0,37.0,46.0,over
2010,49.0,29.0,44.5,78.0,over
2010,23.0,17.0,47.0,40.0,under
2010,31.0,24.0,48.5,55.0,over
2010,29.0,17.0,43.0,46.0,over
2010,20.0,33.0,46.5,53.0,over
2010,26.0,39.0,45.0,65.0,over
2010,23.0,20.0,39.0,43.0,over
2010,31.0,16.0,37.0,47.0,over
2010,28.0,59.0,43.5,87.0,over
2010,0.0,16.0,40.0,16.0,under
2010,13.0,37.0,37.0,50.0,over
2010,31.0,49.0,41.0,80.0,over
2010,35.0,19.0,44.5,54.0,over
2010,24.0,20.0,43.0,44.0,over
2010,31.0,13.0,45.0,44.0,under
2010,3.0,31.0,45.0,34.0,under
2010,31.0,28.0,50.0,59.0,over
2010,34.0,19.0,45.0,53.0,over
2010,30.0,27.0,46.0,57.0,over
2010,27.0,17.0,48.0,44.0,under
2010,35.0,3.0,41.0,38.0,under
2010,0.0,21.0,41.5,21.0,under
2010,17.0,34.0,43.5,51.0,over
2010,16.0,19.0,44.5,35.0,under
2010,35.0,14.0,50.0,49.0,under
2010,27.0,30.0,49.0,57.0,over
2010,24.0,45.0,50.5,69.0,over
2010,26.0,10.0,43.5,36.0,under
2010,20.0,17.0,48.0,37.0,under
2010,17.0,10.0,41.5,27.0,under
2010,16.0,19.0,44.0,35.0,under
2010,31.0,26.0,43.0,57.0,over
2010,24.0,23.0,37.5,47.0,over
2010,33.0,36.0,45.0,69.0,over
2010,20.0,0.0,46.5,20.0,under
2010,14.0,36.0,51.0,50.0,under
2010,24.0,20.0,44.0,44.0,push
2010,17.0,33.0,38.0,50.0,over
2010,24.0,42.0,45.0,66.0,over
2010,13.0,17.0,44.0,30.0,under
2010,6.0,27.0,42.0,33.0,under
2010,34.0,24.0,49.5,58.0,over
2010,6.0,19.0,44.0,25.0,under
2010,10.0,13.0,39.0,23.0,under
2010,30.0,34.0,45.5,64.0,over
2010,20.0,24.0,43.5,44.0,over
2010,34.0,16.0,41.0,50.0,over
2010,35.0,38.0,48.0,73.0,over
2010,10.0,6.0,48.5,16.0,under
2010,10.0,13.0,43.5,23.0,under
2010,38.0,14.0,44.0,52.0,over
2010,31.0,7.0,43.0,38.0,under
2010,13.0,28.0,44.5,41.0,under
2010,31.0,14.0,40.0,45.0,over
2010,24.0,28.0,43.5,52.0,over
2010,6.0,17.0,43.5,23.0,under
2010,45.0,3.0,44.5,48.0,over
2010,28.0,30.0,44.0,58.0,over
2010,43.0,13.0,44.0,56.0,over
2010,13.0,6.0,39.0,19.0,under
2010,10.0,31.0,41.0,41.0,push
2010,7.0,36.0,37.0,43.0,over
2010,27.0,30.0,51.0,57.0,over
2010,7.0,3.0,46.0,10.0,under
2010,38.0,31.0,41.5,69.0,over
2010,31.0,13.0,47.0,44.0,under
2010,6.0,10.0,38.0,16.0,under
2010,23.0,7.0,39.5,30.0,under
2010,31.0,0.0,45.5,31.0,under
2010,40.0,21.0,43.0,61.0,over
2010,16.0,17.0,41.5,33.0,under
2010,28.0,34.0,47.0,62.0,over
2010,3.0,21.0,44.0,24.0,under
2010,34.0,7.0,45.0,41.0,under
2010,30.0,24.0,44.5,54.0,over
2010,19.0,12.0,37.5,31.0,under
2010,19.0,17.0,41.0,36.0,under
2010,33.0,30.0,44.5,63.0,over
2010,34.0,24.0,48.0,58.0,over
2010,14.0,17.0,40.0,31.0,under
2010,31.0,27.0,43.5,58.0,over
2010,31.0,38.0,47.0,69.0,over
2010,39.0,23.0,42.0,62.0,over
2010,17.0,22.0,35.5,39.0,over
2010,18.0,34.0,46.5,52.0,over
2010,13.0,27.0,42.5,40.0,under
2010,20.0,23.0,43.0,43.0,push
2010,31.0,17.0,47.0,48.0,over
2010,14.0,40.0,33.0,54.0,over
2010,27.0,3.0,38.0,30.0,under
2010,27.0,26.0,45.0,53.0,over
2010,3.0,34.0,45.5,37.0,under
2010,38.0,34.0,36.0,72.0,over
2010,34.0,20.0,43.5,54.0,over
2010,10.0,20.0,40.0,30.0,under
2010,24.0,23.0,49.5,47.0,under
2010,45.0,17.0,43.0,62.0,over
2010,17.0,20.0,45.0,37.0,under
2010,34.0,14.0,42.5,48.0,over
2010,27.0,34.0,41.0,61.0,over
2010,26.0,31.0,47.5,57.0,over
2010,25.0,17.0,40.0,42.0,over
2010,38.0,15.0,43.5,53.0,over
2010,14.0,17.0,49.5,31.0,under
2010,14.0,24.0,44.5,38.0,under
2010,31.0,10.0,41.5,41.0,under
2010,13.0,7.0,43.0,20.0,under
2010,9.0,41.0,38.0,50.0,over
2010,28.0,33.0,47.5,61.0,over
2010,20.0,13.0,43.5,33.0,under
2010,10.0,3.0,43.5,13.0,under
2010,34.0,17.0,48.0,51.0,over
2010,23.0,20.0,48.0,43.0,under
2010,10.0,31.0,43.5,41.0,under
2010,38.0,7.0,44.0,45.0,over
2010,13.0,23.0,47.0,36.0,under
2010,38.0,7.0,38.0,45.0,over
2010,13.0,14.0,43.5,27.0,under
2010,38.0,7.0,39.0,45.0,over
2010,16.0,6.0,41.5,22.0,under
2010,14.0,17.0,44.5,31.0,under
2010,16.0,17.0,44.5,33.0,under
2010,41.0,36.0,46.0,77.0,over
2010,7.0,30.0,41.0,37.0,under
2010,16.0,21.0,47.0,37.0,under
2010,21.0,48.0,43.5,69.0,over
2010,31.0,24.0,37.0,55.0,over
2010,35.0,24.0,43.0,59.0,over
2010,21.0,28.0,45.0,49.0,over
2010,14.0,21.0,42.5,35.0,under
2010,24.0,19.0,38.0,43.0,over
2010,31.0,25.0,45.0,56.0,over
2011,42.0,34.0,48.0,76.0,over
2011,28.0,21.0,37.5,49.0,over
2011,35.0,7.0,37.0,42.0,over
2011,30.0,12.0,41.0,42.0,over
2011,17.0,27.0,36.5,44.0,over
2011,34.0,7.0,44.0,41.0,under
2011,16.0,14.0,38.0,30.0,under
2011,7.0,41.0,40.0,48.0,over
2011,27.0,24.0,41.0,51.0,over
2011,24.0,17.0,43.0,41.0,under
2011,33.0,17.0,38.0,50.0,over
2011,13.0,31.0,44.5,44.0,under
2011,20.0,27.0,43.5,47.0,over
2011,28.0,14.0,40.0,42.0,over
2011,20.0,23.0,42.0,43.0,over
2011,24.0,38.0,47.0,62.0,over
2011,35.0,31.0,49.5,66.0,over
2011,38.0,35.0,41.0,73.0,over
2011,23.0,30.0,45.0,53.0,over
2011,24.0,22.0,41.0,46.0,over
2011,48.0,3.0,45.0,51.0,over
2011,19.0,27.0,39.0,46.0,over
2011,13.0,23.0,47.5,36.0,under
2011,20.0,24.0,41.0,44.0,over
2011,35.0,21.0,53.5,56.0,over
2011,30.0,13.0,46.5,43.0,under
2011,32.0,3.0,38.5,35.0,under
2011,24.0,0.0,40.0,24.0,under
2011,24.0,27.0,41.5,51.0,over
2011,26.0,13.0,39.0,39.0,push
2011,22.0,21.0,45.0,43.0,under
2011,28.0,16.0,44.0,44.0,push
2011,34.0,31.0,54.5,65.0,over
2011,16.0,10.0,43.5,26.0,under
2011,17.0,27.0,45.5,44.0,under
2011,8.0,13.0,38.5,21.0,under
2011,17.0,16.0,42.5,33.0,under
2011,20.0,23.0,39.5,43.0,over
2011,23.0,26.0,45.0,49.0,over
2011,40.0,33.0,51.0,73.0,over
2011,34.0,24.0,41.0,58.0,over
2011,16.0,29.0,46.5,45.0,under
2011,20.0,17.0,44.5,37.0,under
2011,13.0,10.0,43.0,23.0,under
2011,7.0,37.0,42.0,44.0,over
2011,16.0,13.0,45.0,29.0,under
2011,17.0,14.0,44.0,31.0,under
2011,18.0,16.0,45.0,34.0,under
2011,27.0,31.0,45.0,58.0,over
2011,34.0,17.0,43.5,51.0,over
2011,34.0,29.0,42.0,63.0,over
2011,23.0,20.0,43.0,43.0,push
2011,13.0,31.0,37.5,44.0,over
2011,30.0,34.0,46.5,64.0,over
2011,49.0,23.0,46.5,72.0,over
2011,17.0,10.0,46.5,27.0,under
2011,10.0,23.0,45.0,33.0,under
2011,22.0,17.0,40.0,39.0,under
2011,19.0,31.0,55.5,50.0,under
2011,23.0,24.0,43.5,47.0,over
2011,26.0,16.0,45.0,42.0,under
2011,28.0,30.0,39.0,58.0,over
2011,10.0,17.0,44.0,27.0,under
2011,24.0,17.0,40.5,41.0,over
2011,14.0,25.0,53.0,39.0,under
2011,31.0,24.0,53.0,55.0,over
2011,27.0,30.0,51.5,57.0,over
2011,24.0,29.0,46.5,53.0,over
2011,20.0,25.0,48.5,45.0,under
2011,24.0,28.0,38.0,52.0,over
2011,20.0,30.0,37.0,50.0,over
2011,34.0,10.0,45.0,44.0,under
2011,30.0,21.0,50.0,51.0,over
2011,25.0,36.0,43.5,61.0,over
2011,38.0,17.0,40.0,55.0,over
2011,48.0,3.0,41.5,51.0,over
2011,24.0,13.0,47.0,37.0,under
2011,31.0,17.0,49.5,48.0,under
2011,29.0,14.0,43.5,43.0,under
2011,39.0,10.0,42.0,49.0,over
2011,27.0,17.0,40.5,44.0,over
2011,19.0,25.0,45.0,44.0,under
2011,24.0,3.0,47.5,27.0,under
2011,20.0,16.0,54.5,36.0,under
2011,27.0,24.0,49.0,51.0,over
2011,24.0,17.0,45.0,41.0,under
2011,17.0,13.0,40.0,30.0,under
2011,26.0,20.0,49.5,46.0,under
2011,13.0,20.0,46.5,33.0,under
2011,24.0,6.0,41.5,30.0,under
2011,20.0,32.0,46.5,52.0,over
2011,33.0,20.0,44.5,53.0,over
2011,6.0,3.0,41.0,9.0,under
2011,34.0,7.0,43.0,41.0,under
2011,16.0,23.0,47.0,39.0,under
2011,15.0,18.0,41.5,33.0,under
2011,27.0,33.0,47.0,60.0,over
2011,62.0,7.0,49.0,69.0,over
2011,27.0,21.0,43.5,48.0,over
2011,0.0,28.0,41.5,28.0,under
2011,18.0,24.0,44.0,42.0,under
2011,7.0,41.0,44.0,48.0,over
2011,12.0,7.0,39.0,19.0,under
2011,30.0,27.0,43.0,57.0,over
2011,23.0,0.0,46.5,23.0,under
2011,21.0,24.0,47.0,45.0,under
2011,10.0,45.0,43.5,55.0,over
2011,24.0,14.0,41.0,38.0,under
2011,20.0,17.0,43.5,37.0,under
2011,34.0,7.0,49.5,41.0,under
2011,25.0,17.0,52.0,42.0,under
2011,20.0,10.0,38.5,30.0,under
2011,12.0,34.0,37.5,46.0,over
2011,31.0,21.0,48.5,52.0,over
2011,27.0,10.0,43.5,37.0,under
2011,23.0,20.0,44.5,43.0,under
2011,19.0,13.0,41.5,32.0,under
2011,11.0,27.0,45.0,38.0,under
2011,23.0,13.0,45.0,36.0,under
2011,30.0,12.0,41.0,42.0,over
2011,7.0,31.0,45.5,38.0,under
2011,3.0,31.0,40.5,34.0,under
2011,20.0,24.0,51.0,44.0,under
2011,27.0,16.0,50.5,43.0,under
2011,24.0,38.0,42.5,62.0,over
2011,20.0,23.0,42.0,43.0,over
2011,38.0,45.0,51.0,83.0,over
2011,17.0,24.0,41.5,41.0,under
2011,11.0,19.0,37.5,30.0,under
2011,24.0,30.0,47.5,54.0,over
2011,17.0,24.0,48.0,41.0,under
2011,23.0,26.0,50.0,49.0,under
2011,3.0,30.0,47.5,33.0,under
2011,37.0,13.0,42.5,50.0,over
2011,17.0,24.0,40.5,41.0,over
2011,12.0,13.0,36.5,25.0,under
2011,44.0,7.0,49.0,51.0,over
2011,3.0,17.0,37.5,20.0,under
2011,10.0,17.0,42.5,27.0,under
2011,20.0,9.0,38.0,29.0,under
2011,16.0,37.0,47.0,53.0,over
2011,17.0,21.0,47.5,38.0,under
2011,27.0,20.0,42.5,47.0,over
2011,22.0,17.0,39.0,39.0,push
2011,9.0,37.0,45.5,46.0,over
2011,45.0,7.0,50.0,52.0,over
2011,17.0,13.0,38.5,30.0,under
2011,23.0,17.0,44.0,40.0,under
2011,31.0,24.0,40.5,55.0,over
2011,31.0,20.0,45.5,51.0,over
2011,14.0,10.0,34.5,24.0,under
2011,49.0,35.0,47.5,84.0,over
2011,35.0,26.0,49.0,61.0,over
2011,35.0,8.0,44.0,43.0,under
2011,21.0,27.0,46.5,48.0,over
2011,10.0,17.0,45.5,27.0,under
2011,23.0,7.0,40.5,30.0,under
2011,7.0,24.0,40.0,31.0,under
2011,24.0,27.0,43.0,51.0,over
2011,34.0,3.0,47.0,37.0,under
2011,16.0,6.0,40.5,22.0,under
2011,20.0,19.0,46.0,39.0,under
2011,15.0,27.0,55.0,42.0,under
2011,24.0,14.0,44.0,38.0,under
2011,23.0,20.0,38.0,43.0,over
2011,19.0,27.0,46.5,46.0,under
2011,13.0,20.0,37.0,33.0,under
2011,9.0,13.0,40.5,22.0,under
2011,28.0,24.0,42.5,52.0,over
2011,25.0,20.0,41.0,45.0,over
2011,20.0,38.0,50.5,58.0,over
2011,13.0,16.0,42.0,29.0,under
2011,17.0,23.0,37.5,40.0,over
2011,20.0,23.0,40.0,43.0,over
2011,23.0,17.0,44.0,40.0,under
2011,49.0,24.0,51.0,73.0,over
2011,31.0,14.0,43.5,45.0,over
2011,19.0,13.0,46.5,32.0,under
2011,17.0,23.0,44.0,40.0,under
2011,3.0,10.0,35.0,13.0,under
2011,10.0,24.0,38.5,34.0,under
2011,17.0,10.0,38.0,27.0,under
2011,34.0,14.0,43.0,48.0,over
2011,32.0,35.0,37.5,67.0,over
2011,31.0,24.0,48.5,55.0,over
2011,31.0,17.0,54.5,48.0,under
2011,35.0,38.0,54.0,73.0,over
2011,35.0,7.0,43.0,42.0,under
2011,26.0,0.0,38.5,26.0,under
2011,19.0,38.0,46.5,57.0,over
2011,19.0,34.0,38.5,53.0,over
2011,14.0,38.0,39.5,52.0,over
2011,14.0,3.0,40.0,17.0,under
2011,21.0,19.0,40.0,40.0,push
2011,24.0,10.0,41.5,34.0,under
2011,23.0,31.0,47.5,54.0,over
2011,19.0,20.0,37.0,39.0,over
2011,34.0,37.0,50.5,71.0,over
2011,13.0,10.0,35.5,23.0,under
2011,34.0,28.0,47.0,62.0,over
2011,46.0,16.0,49.5,62.0,over
2011,41.0,14.0,42.0,55.0,over
2011,10.0,26.0,44.5,36.0,under
2011,37.0,10.0,35.5,47.0,over
2011,37.0,10.0,49.0,47.0,under
2011,17.0,22.0,48.0,39.0,under
2011,27.0,34.0,47.0,61.0,over
2011,30.0,13.0,37.0,43.0,over
2011,41.0,14.0,42.0,55.0,over
2011,15.0,31.0,47.0,46.0,under
2011,20.0,17.0,37.5,37.0,under
2011,23.0,30.0,40.5,53.0,over
2011,14.0,38.0,35.0,52.0,over
2011,23.0,41.0,47.5,64.0,over
2011,13.0,28.0,45.5,41.0,under
2011,27.0,13.0,41.5,40.0,under
2011,19.0,14.0,46.0,33.0,under
2011,20.0,42.0,53.5,62.0,over
2011,10.0,23.0,46.5,33.0,under
2011,27.0,28.0,47.5,55.0,over
2011,45.0,19.0,44.0,64.0,over
2011,34.0,14.0,44.0,48.0,over
2011,13.0,20.0,39.0,33.0,under
2011,20.0,3.0,37.0,23.0,under
2011,19.0,16.0,40.5,35.0,under
2011,20.0,14.0,38.0,34.0,under
2011,40.0,14.0,43.5,54.0,over
2011,48.0,16.0,48.0,64.0,over
2011,23.0,16.0,41.0,39.0,under
2011,7.0,20.0,50.0,27.0,under
2011,38.0,10.0,53.0,48.0,under
2011,13.0,16.0,43.0,29.0,under
2011,27.0,24.0,49.5,51.0,over
2011,14.0,29.0,46.0,43.0,under
2011,27.0,0.0,34.0,27.0,under
2011,17.0,19.0,37.0,36.0,under
2011,23.0,17.0,38.5,40.0,over
2011,26.0,33.0,43.0,59.0,over
2011,35.0,21.0,42.0,56.0,over
2011,45.0,16.0,52.5,61.0,over
2011,23.0,20.0,40.5,43.0,over
2011,45.0,24.0,45.0,69.0,over
2011,16.0,24.0,38.0,40.0,over
2011,9.0,13.0,33.0,22.0,under
2011,3.0,7.0,37.5,10.0,under
2011,45.0,41.0,42.0,86.0,over
2011,22.0,23.0,38.5,45.0,over
2011,19.0,13.0,37.0,32.0,under
2011,19.0,17.0,39.0,36.0,under
2011,13.0,17.0,42.0,30.0,under
2011,49.0,21.0,50.0,70.0,over
2011,45.0,17.0,55.0,62.0,over
2011,31.0,14.0,47.5,45.0,under
2011,26.0,38.0,48.5,64.0,over
2011,34.0,10.0,44.5,44.0,under
2011,27.0,34.0,34.5,61.0,over
2011,31.0,10.0,38.0,41.0,over
2011,45.0,28.0,60.0,73.0,over
2011,29.0,23.0,34.0,52.0,over
2011,24.0,2.0,48.0,26.0,under
2011,45.0,10.0,50.0,55.0,over
2011,36.0,32.0,47.0,68.0,over
2011,20.0,13.0,37.5,33.0,under
2011,20.0,37.0,54.5,57.0,over
2011,23.0,20.0,50.0,43.0,under
2011,17.0,20.0,41.5,37.0,under
2011,17.0,21.0,53.0,38.0,under
2012,17.0,24.0,46.0,41.0,under
2012,20.0,16.0,41.0,36.0,under
2012,41.0,21.0,42.5,62.0,over
2012,16.0,17.0,42.0,33.0,under
2012,31.0,19.0,45.5,50.0,over
2012,27.0,23.0,46.5,50.0,over
2012,22.0,30.0,46.5,52.0,over
2012,30.0,10.0,41.5,40.0,under
2012,24.0,40.0,43.0,64.0,over
2012,26.0,23.0,38.0,49.0,over
2012,32.0,40.0,50.5,72.0,over
2012,48.0,28.0,39.0,76.0,over
2012,16.0,10.0,45.5,26.0,under
2012,13.0,34.0,48.0,47.0,under
2012,44.0,13.0,43.0,57.0,over
2012,14.0,22.0,47.5,36.0,under
2012,23.0,10.0,51.0,33.0,under
2012,35.0,17.0,45.0,52.0,over
2012,35.0,27.0,54.0,62.0,over
2012,34.0,27.0,39.5,61.0,over
2012,23.0,20.0,45.5,43.0,under
2012,7.0,27.0,40.0,34.0,under
2012,35.0,13.0,41.0,48.0,over
2012,18.0,20.0,47.0,38.0,under
2012,41.0,34.0,43.5,75.0,over
2012,24.0,23.0,47.0,47.0,push
2012,27.0,10.0,43.0,37.0,under
2012,38.0,10.0,43.5,48.0,over
2012,27.0,19.0,46.0,46.0,push
2012,27.0,7.0,43.0,34.0,under
2012,31.0,28.0,42.5,59.0,over
2012,27.0,21.0,50.5,48.0,under
2012,7.0,36.0,49.0,43.0,under
2012,27.0,6.0,42.0,33.0,under
2012,31.0,30.0,48.0,61.0,over
2012,23.0,6.0,42.0,29.0,under
2012,14.0,24.0,45.0,38.0,under
2012,16.0,10.0,45.5,26.0,under
2012,25.0,31.0,43.5,56.0,over
2012,17.0,22.0,42.0,39.0,under
2012,20.0,23.0,40.5,43.0,over
2012,24.0,13.0,42.5,37.0,under
2012,24.0,27.0,51.5,51.0,under
2012,34.0,31.0,45.0,65.0,over
2012,3.0,27.0,47.5,30.0,under
2012,44.0,41.0,47.0,85.0,over
2012,31.0,38.0,49.5,69.0,over
2012,14.0,12.0,45.5,26.0,under
2012,23.0,16.0,43.5,39.0,under
2012,24.0,21.0,39.5,45.0,over
2012,30.0,28.0,48.0,58.0,over
2012,28.0,52.0,48.5,80.0,over
2012,37.0,6.0,47.0,43.0,under
2012,13.0,20.0,48.5,33.0,under
2012,28.0,27.0,54.0,55.0,over
2012,38.0,14.0,45.0,52.0,over
2012,10.0,27.0,45.5,37.0,under
2012,20.0,37.0,43.5,57.0,over
2012,0.0,34.0,41.0,34.0,under
2012,19.0,17.0,46.5,36.0,under
2012,19.0,13.0,39.0,32.0,under
2012,22.0,24.0,45.0,46.0,over
2012,18.0,34.0,41.5,52.0,over
2012,17.0,3.0,38.0,20.0,under
2012,12.0,16.0,42.0,28.0,under
2012,13.0,17.0,45.0,30.0,under
2012,30.0,27.0,49.0,57.0,over
2012,3.0,41.0,40.0,44.0,over
2012,6.0,9.0,47.0,15.0,under
2012,30.0,7.0,44.0,37.0,under
2012,31.0,21.0,51.5,52.0,over
2012,31.0,24.0,52.5,55.0,over
2012,41.0,27.0,44.0,68.0,over
2012,16.0,14.0,44.0,30.0,under
2012,45.0,3.0,45.0,48.0,over
2012,17.0,24.0,51.0,41.0,under
2012,17.0,23.0,41.0,40.0,under
2012,26.0,23.0,43.0,49.0,over
2012,16.0,19.0,44.0,35.0,under
2012,23.0,20.0,49.0,43.0,under
2012,31.0,29.0,45.0,60.0,over
2012,34.0,24.0,42.0,58.0,over
2012,24.0,42.0,46.5,66.0,over
2012,17.0,14.0,38.0,31.0,under
2012,35.0,9.0,44.0,44.0,push
2012,23.0,26.0,47.5,49.0,over
2012,3.0,26.0,46.5,29.0,under
2012,24.0,23.0,42.5,47.0,over
2012,38.0,10.0,39.5,48.0,over
2012,38.0,26.0,44.0,64.0,over
2012,24.0,35.0,47.5,59.0,over
2012,13.0,6.0,37.5,19.0,under
2012,34.0,35.0,46.5,69.0,over
2012,14.0,19.0,45.0,33.0,under
2012,17.0,24.0,45.5,41.0,under
2012,43.0,13.0,47.5,56.0,over
2012,17.0,13.0,46.5,30.0,under
2012,21.0,14.0,39.5,35.0,under
2012,29.0,26.0,47.0,55.0,over
2012,27.0,23.0,51.5,50.0,under
2012,26.0,23.0,44.0,49.0,over
2012,20.0,30.0,45.0,50.0,over
2012,28.0,35.0,49.5,63.0,over
2012,13.0,7.0,47.0,20.0,under
2012,17.0,36.0,43.0,53.0,over
2012,23.0,22.0,41.5,45.0,over
2012,7.0,6.0,41.0,13.0,under
2012,24.0,29.0,48.0,53.0,over
2012,34.0,14.0,55.0,48.0,under
2012,28.0,24.0,42.5,52.0,over
2012,24.0,15.0,45.5,39.0,under
2012,16.0,26.0,42.5,42.0,under
2012,9.0,30.0,39.0,39.0,push
2012,17.0,30.0,43.0,47.0,over
2012,27.0,12.0,44.0,39.0,under
2012,7.0,45.0,46.0,52.0,over
2012,13.0,19.0,47.0,32.0,under
2012,3.0,24.0,38.5,27.0,under
2012,31.0,13.0,41.0,44.0,over
2012,19.0,13.0,47.5,32.0,under
2012,23.0,31.0,47.5,54.0,over
2012,15.0,25.0,44.0,40.0,under
2012,31.0,17.0,43.5,48.0,over
2012,21.0,9.0,48.0,30.0,under
2012,23.0,20.0,43.5,43.0,under
2012,14.0,31.0,44.0,45.0,over
2012,20.0,24.0,47.5,44.0,under
2012,32.0,42.0,47.5,74.0,over
2012,30.0,20.0,38.5,50.0,over
2012,20.0,51.0,43.5,71.0,over
2012,13.0,21.0,48.5,34.0,under
2012,28.0,13.0,52.0,41.0,under
2012,10.0,27.0,43.5,37.0,under
2012,55.0,20.0,47.5,75.0,over
2012,14.0,36.0,47.0,50.0,over
2012,6.0,13.0,40.0,19.0,under
2012,31.0,13.0,47.5,44.0,under
2012,3.0,37.0,44.0,40.0,under
2012,34.0,24.0,45.5,58.0,over
2012,37.0,31.0,54.0,68.0,over
2012,31.0,27.0,54.0,58.0,over
2012,23.0,38.0,44.5,61.0,over
2012,24.0,24.0,38.0,48.0,over
2012,28.0,7.0,38.5,35.0,under
2012,34.0,24.0,47.0,58.0,over
2012,16.0,13.0,40.0,29.0,under
2012,19.0,14.0,46.0,33.0,under
2012,23.0,19.0,44.0,42.0,under
2012,21.0,27.0,47.0,48.0,over
2012,23.0,20.0,43.5,43.0,under
2012,30.0,23.0,48.0,53.0,over
2012,20.0,24.0,53.5,44.0,under
2012,43.0,37.0,40.5,80.0,over
2012,6.0,28.0,42.5,34.0,under
2012,59.0,24.0,55.0,83.0,over
2012,17.0,38.0,56.0,55.0,under
2012,10.0,13.0,40.5,23.0,under
2012,13.0,27.0,38.5,40.0,over
2012,31.0,6.0,46.0,37.0,under
2012,32.0,7.0,35.0,39.0,over
2012,31.0,38.0,47.5,69.0,over
2012,31.0,34.0,49.0,65.0,over
2012,19.0,49.0,48.5,68.0,over
2012,17.0,31.0,36.5,48.0,over
2012,28.0,10.0,39.0,38.0,under
2012,34.0,10.0,51.0,44.0,under
2012,20.0,14.0,33.5,34.0,over
2012,20.0,13.0,51.5,33.0,under
2012,24.0,19.0,45.0,43.0,under
2012,9.0,17.0,42.5,26.0,under
2012,24.0,21.0,38.0,45.0,over
